device_type,zone_id,protocol,mqtt_msg_type,src_port,dst_port,packet_size,packets_per_second,connection_duration,bytes_transferred,unique_dst_ips_contacted,avg_request_interval,syn_flag_count,rst_flag_count,failed_login_attempts,is_encrypted,mac_ip_mismatch,signal_preemption_request,gps_deviation_km,hour_of_day,day_type,label
dispatch_server,downtown,HTTPS,none,7429,443,311,4.784,15.82,14622,1,1.206,1,0,3,0,0,1,0.0,5,weekday,command_injection
signal_controller,residential,MQTT,subscribe,38377,1883,100,0.717,159.99,7080,3,6.79,1,3,0,1,0,0,0.0,11,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,20284,443,628,12.095,76.21,128301,2,58.825,0,1,0,1,0,0,0.0,8,weekday,normal
dispatch_server,downtown,HTTPS,none,59670,443,615,14.329,77.67,106843,2,39.085,1,0,0,1,0,0,0.0,8,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,50017,443,497,2.696,75.5,66261,1,56.663,0,1,0,1,0,0,0.0,4,weekday,normal
traffic_camera,downtown,TCP,none,1041,8080,1408,13.907,254.77,533103,2,129.344,0,0,0,1,0,0,0.0,6,weekday,normal
traffic_camera,hospital_zone,TCP,none,29444,8080,933,15.124,202.07,175021,2,49.213,0,0,0,1,0,0,0.0,20,weekend,normal
ambulance_tracker,downtown,HTTPS,none,54245,443,239,1.252,70.05,21326,3,179.327,2,1,0,1,0,0,0.051,3,weekday,normal
signal_controller,downtown,MQTT,subscribe,23127,1883,94,5.47,118.57,4127,2,169.303,1,2,0,1,0,0,0.0,8,weekday,normal
traffic_camera,downtown,TCP,none,54342,8080,1361,197.237,2.59,279147,1,0.2397,429,126,0,0,0,0,0.0,15,weekday,ddos
signal_controller,residential,MQTT,subscribe,48510,1883,459,5.304,5.31,23750,3,4.499,0,0,1,0,0,1,0.0,3,weekday,command_injection
ambulance_tracker,hospital_zone,HTTPS,none,39421,443,250,2.385,89.81,11109,1,268.191,0,0,0,1,0,0,0.056,5,weekend,normal
dispatch_server,downtown,HTTPS,none,30390,443,695,6.816,138.62,159902,3,21.679,0,0,0,1,0,0,0.0,16,weekday,normal
signal_controller,hospital_zone,MQTT,subscribe,55722,1883,125,5.219,178.82,1086,1,179.053,1,1,0,1,0,0,0.0,13,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,27626,443,626,6.265,1.99,5843,1,1.953,0,0,48,1,0,0,0.0,4,weekday,brute_force
dispatch_server,downtown,HTTPS,none,17344,443,461,12.689,87.4,76072,2,12.336,0,0,0,1,0,1,0.0,11,weekday,normal
signal_controller,arterial_road,MQTT,subscribe,62179,1883,194,2.982,290.37,5377,1,149.415,0,0,0,1,0,0,0.0,13,weekend,normal
ambulance_tracker,downtown,HTTPS,none,27476,443,285,1.725,25.78,1995,3,5.09,1,0,0,0,1,1,7.646,16,weekday,spoofing
dispatch_server,hospital_zone,HTTPS,none,59464,443,879,11.906,18.68,170708,2,78.917,0,0,0,1,0,0,0.0,18,weekend,normal
signal_controller,residential,MQTT,subscribe,55670,1883,169,0.528,228.85,6635,1,19.515,1,1,0,1,0,1,0.0,8,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,15582,443,307,1.433,45.71,17303,2,193.239,0,0,0,0,0,0,0.103,11,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,17684,443,184,2.051,70.06,4823,1,315.248,1,0,0,1,0,0,0.093,19,weekday,normal
traffic_camera,hospital_zone,TCP,none,13320,8080,1348,404.137,3.2,455675,1,0.2713,1023,214,0,0,0,0,0.0,21,weekday,ddos
ambulance_tracker,downtown,HTTPS,none,31422,443,146,2.268,37.02,23275,1,91.821,0,0,0,1,0,0,0.03,4,weekend,normal
traffic_camera,arterial_road,TCP,none,45704,8080,56,469.204,3.61,90747,1,0.08,495,78,0,0,0,0,0.0,11,weekday,ddos
signal_controller,hospital_zone,MQTT,subscribe,6865,1883,83,0.636,193.92,3718,1,76.795,1,0,0,1,0,0,0.0,4,weekday,normal
traffic_camera,arterial_road,TCP,none,54260,8080,45,153.213,2.51,320956,2,0.3097,755,135,0,0,0,0,0.0,5,weekend,ddos
traffic_camera,downtown,TCP,none,62684,8080,1355,15.071,165.17,343688,2,258.015,2,0,0,1,0,0,0.0,2,weekday,normal
signal_controller,hospital_zone,MQTT,subscribe,27007,1883,233,4.693,252.47,6499,1,191.662,1,0,0,1,0,0,0.0,2,weekday,normal
traffic_camera,hospital_zone,TCP,none,45991,8080,1033,22.833,103.98,560272,1,156.943,0,0,0,1,0,0,0.0,1,weekday,normal
traffic_camera,arterial_road,TCP,none,64149,8080,1016,11.38,62.4,86567,2,21.021,0,0,0,1,0,0,0.0,2,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,30738,22,745,6.019,3.44,4483,2,0.429,0,0,37,1,0,0,0.0,14,weekday,brute_force
traffic_camera,hospital_zone,TCP,none,57780,8080,1458,230.62,2.29,444885,1,0.0659,1076,263,0,0,0,0,0.0,19,weekday,ddos
traffic_camera,downtown,TCP,none,26209,8080,1295,5.489,145.48,418884,1,58.484,0,1,0,0,0,0,0.0,15,weekend,normal
signal_controller,downtown,MQTT,subscribe,2578,1883,87,0.95,177.05,10760,1,33.626,1,1,0,1,0,0,0.0,13,weekday,normal
signal_controller,residential,MQTT,subscribe,25191,1883,724,3.231,4.05,14484,2,9.137,1,0,5,1,0,1,0.0,1,weekday,command_injection
dispatch_server,downtown,HTTPS,none,3140,22,386,7.81,3.36,6452,2,1.552,1,0,43,0,0,0,0.0,11,weekday,brute_force
dispatch_server,hospital_zone,HTTPS,none,57307,443,665,2.152,73.47,81853,1,94.976,0,1,0,1,0,0,0.0,23,weekend,normal
ambulance_tracker,arterial_road,HTTPS,none,29402,443,273,0.908,42.01,3021,1,257.089,0,0,0,1,0,0,0.153,3,weekday,normal
signal_controller,downtown,MQTT,subscribe,58120,1883,117,4.236,80.57,12983,1,185.445,1,0,0,1,0,0,0.0,17,weekday,normal
signal_controller,hospital_zone,MQTT,subscribe,7552,1883,109,5.63,119.31,10102,1,53.775,1,0,0,0,0,0,0.0,22,weekday,normal
traffic_camera,residential,TCP,none,55271,8080,1193,9.081,186.49,243185,2,77.519,2,0,1,1,0,0,0.0,11,weekday,normal
dispatch_server,downtown,HTTPS,none,16597,443,383,3.666,101.95,124605,2,5.175,2,0,0,1,0,0,0.0,14,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,45470,443,657,12.235,174.06,97184,3,187.41,0,0,0,1,0,0,0.0,0,weekend,normal
ambulance_tracker,downtown,HTTPS,none,31082,443,201,0.977,50.76,16735,2,216.112,1,0,0,1,0,0,0.036,14,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,14078,443,310,3.54,20.22,7380,2,60.862,0,0,0,1,0,0,0.013,5,weekend,normal
ambulance_tracker,downtown,HTTPS,none,33331,443,157,3.901,14.81,23267,1,27.747,1,0,0,1,0,0,0.039,12,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,9725,443,706,2.282,1.51,2592,1,0.992,1,0,28,1,0,0,0.0,3,weekday,brute_force
ambulance_tracker,downtown,HTTPS,none,27493,443,282,3.349,39.87,17673,1,435.931,0,0,0,1,0,0,0.197,14,weekday,normal
dispatch_server,downtown,HTTPS,none,2854,443,636,3.674,101.95,164074,1,43.713,2,0,0,1,0,1,0.0,22,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,25354,443,209,3.693,20.3,16494,2,275.183,1,0,0,1,0,0,0.098,23,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,42993,443,275,1.053,15.27,11971,1,11.097,1,0,0,1,0,0,0.075,18,weekday,normal
traffic_camera,residential,TCP,none,25614,8080,1245,24.79,85.09,580676,1,205.894,1,0,1,0,0,0,0.0,11,weekday,normal
dispatch_server,downtown,HTTPS,none,61783,443,522,7.612,110.85,134576,1,57.584,0,0,0,1,0,0,0.0,1,weekend,normal
dispatch_server,downtown,HTTPS,none,64143,4569,93,14.827,0.26,974,53,0.5563,0,0,0,1,0,0,0.0,2,weekday,port_scan
signal_controller,arterial_road,MQTT,subscribe,49995,1883,180,1.904,222.41,8663,1,95.659,1,0,0,1,0,0,0.0,8,weekend,normal
signal_controller,hospital_zone,MQTT,subscribe,8763,1883,246,0.624,210.84,2990,2,14.501,0,1,0,1,0,0,0.0,20,weekend,normal
dispatch_server,hospital_zone,HTTPS,none,4502,24094,103,15.793,2.0,809,28,0.5267,0,0,0,1,0,0,0.0,19,weekday,port_scan
dispatch_server,hospital_zone,HTTPS,none,4946,443,863,19.377,161.06,197831,3,38.557,1,0,0,1,0,1,0.0,4,weekday,normal
traffic_camera,downtown,TCP,none,32495,8080,1021,18.435,136.09,596132,2,45.826,0,0,0,1,0,0,0.0,18,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,3765,443,224,0.784,84.37,20240,1,63.992,0,1,0,1,0,0,0.012,13,weekday,normal
dispatch_server,downtown,HTTPS,none,61449,443,331,3.932,92.09,106312,1,72.224,1,0,0,1,0,1,0.0,17,weekday,normal
dispatch_server,downtown,HTTPS,none,61640,22,394,9.719,4.98,7057,1,2.053,0,0,28,1,0,0,0.0,13,weekday,brute_force
traffic_camera,downtown,TCP,none,20891,8080,1055,10.327,187.8,230152,1,99.126,0,1,0,1,0,0,0.0,15,weekday,normal
signal_controller,residential,MQTT,subscribe,47681,1883,151,3.426,107.94,11948,3,64.926,1,0,0,1,0,0,0.0,8,weekend,normal
signal_controller,arterial_road,MQTT,subscribe,41344,1883,134,3.469,203.2,5619,1,41.835,1,0,0,1,0,0,0.0,0,weekday,normal
traffic_camera,arterial_road,TCP,none,12134,8080,1221,8.302,233.85,223127,1,166.57,0,0,1,1,0,0,0.0,15,weekday,normal
signal_controller,residential,MQTT,subscribe,48705,1883,359,1.657,4.67,21740,5,5.716,0,0,1,1,0,1,0.0,0,weekday,command_injection
dispatch_server,hospital_zone,HTTPS,none,60168,443,686,4.634,3.15,3072,1,0.434,1,0,38,1,0,0,0.0,5,weekend,brute_force
traffic_camera,hospital_zone,TCP,none,20426,24573,129,7.215,2.36,342,73,0.237,1,1,0,1,0,0,0.0,7,weekday,port_scan
ambulance_tracker,downtown,HTTPS,none,51570,443,190,1.118,73.22,36193,1,54.771,1,1,0,0,1,1,4.094,11,weekday,spoofing
traffic_camera,downtown,TCP,none,14338,8080,1115,12.171,63.05,461958,1,11.301,1,0,0,1,0,0,0.0,15,weekend,normal
traffic_camera,arterial_road,TCP,none,30109,8080,834,13.727,83.82,424333,1,7.595,2,0,0,1,0,0,0.0,2,weekend,normal
dispatch_server,downtown,HTTPS,none,21892,443,740,1.876,2.71,6227,2,1.19,0,0,34,1,0,0,0.0,12,weekday,brute_force
signal_controller,arterial_road,MQTT,subscribe,13606,1883,82,353.684,3.85,2428,2,0.3498,843,389,0,0,0,0,0.0,16,weekday,ddos
signal_controller,residential,MQTT,subscribe,26724,1883,117,2.805,295.78,982,1,157.83,0,0,0,1,0,1,0.0,8,weekday,normal
traffic_camera,hospital_zone,TCP,none,19268,8080,720,24.832,217.27,183467,1,5.561,2,0,0,1,0,0,0.0,0,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,9161,443,284,1.923,87.32,40591,1,34.681,2,0,0,0,1,0,4.55,14,weekend,spoofing
ambulance_tracker,hospital_zone,HTTPS,none,51678,443,127,3.391,65.5,33380,1,57.045,0,0,0,0,1,1,9.038,8,weekday,spoofing
traffic_camera,hospital_zone,TCP,none,11741,8080,1263,146.082,1.71,312619,2,0.3463,427,394,0,0,0,0,0.0,3,weekday,ddos
dispatch_server,hospital_zone,HTTPS,none,60765,443,599,17.215,114.21,92143,3,24.832,2,0,0,1,0,0,0.0,8,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,13094,443,291,2.182,56.36,4627,3,4.685,0,0,0,1,0,0,0.047,14,weekday,normal
signal_controller,hospital_zone,MQTT,subscribe,44696,1883,798,5.696,2.58,21399,2,11.14,1,0,4,0,0,1,0.0,0,weekday,command_injection
signal_controller,residential,MQTT,subscribe,26812,1883,166,2.688,210.67,2300,1,194.279,0,0,0,1,0,0,0.0,3,weekend,normal
ambulance_tracker,arterial_road,HTTPS,none,27683,443,146,2.705,30.49,4388,2,124.846,0,0,0,1,0,0,0.045,9,weekday,normal
dispatch_server,downtown,HTTPS,none,16504,443,633,15.87,153.75,198140,2,63.566,0,0,0,1,0,0,0.0,22,weekday,normal
traffic_camera,downtown,TCP,none,49254,8080,1287,5.079,237.49,284402,1,262.476,1,0,0,0,0,0,0.0,10,weekday,normal
traffic_camera,arterial_road,TCP,none,16323,31160,99,13.906,0.06,698,12,0.7032,2,0,0,1,0,0,0.0,18,weekend,port_scan
traffic_camera,arterial_road,TCP,none,44662,8080,1152,16.797,159.82,330817,2,50.155,0,0,0,1,0,0,0.0,8,weekday,normal
traffic_camera,residential,TCP,none,1837,8080,708,23.479,228.4,443165,2,14.411,1,0,0,1,0,0,0.0,5,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,41939,443,175,1.599,32.71,15884,1,195.595,0,0,0,1,0,0,0.077,0,weekday,normal
traffic_camera,downtown,TCP,none,42405,8080,933,15.937,247.0,131333,1,51.414,0,0,0,0,0,0,0.0,5,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,31728,443,761,5.074,85.77,22535,1,132.683,1,0,0,1,0,0,0.0,2,weekday,normal
dispatch_server,downtown,HTTPS,none,21859,443,368,6.131,89.85,48634,2,5.83,0,0,0,1,0,0,0.0,23,weekday,normal
traffic_camera,downtown,TCP,none,1615,7540,115,9.935,1.23,937,84,0.8982,1,0,0,1,0,0,0.0,5,weekday,port_scan
ambulance_tracker,arterial_road,HTTPS,none,31277,443,133,4.487,71.27,51742,1,27.377,1,0,0,0,1,0,9.554,22,weekend,spoofing
traffic_camera,arterial_road,TCP,none,60963,8080,995,8.258,285.24,286144,1,287.927,0,0,0,1,0,0,0.0,6,weekend,normal
signal_controller,downtown,MQTT,subscribe,54079,1883,94,2.885,245.63,5028,1,50.399,1,0,0,0,0,0,0.0,12,weekend,normal
dispatch_server,hospital_zone,HTTPS,none,1250,58907,71,16.007,1.34,2290,22,1.0097,0,0,0,1,0,0,0.0,12,weekend,port_scan
ambulance_tracker,hospital_zone,HTTPS,none,18447,443,215,2.664,34.46,9301,1,142.534,0,0,0,1,0,1,0.099,11,weekend,normal
signal_controller,residential,MQTT,subscribe,25671,1883,233,3.65,191.71,626,1,88.512,1,1,0,1,0,0,0.0,2,weekday,normal
traffic_camera,residential,TCP,none,9827,8080,1028,13.832,59.45,556663,2,335.518,0,1,0,0,0,0,0.0,11,weekend,normal
signal_controller,arterial_road,MQTT,subscribe,42368,1883,239,2.327,200.37,13574,1,103.934,2,0,0,1,0,0,0.0,9,weekend,normal
ambulance_tracker,arterial_road,HTTPS,none,34322,443,304,1.296,50.98,14509,2,24.439,2,0,0,1,0,1,0.056,4,weekday,normal
dispatch_server,downtown,HTTPS,none,51798,443,288,9.102,72.69,59607,1,155.23,0,0,0,0,0,1,0.0,10,weekday,normal
signal_controller,hospital_zone,MQTT,subscribe,14250,1883,105,0.677,233.71,2616,3,7.924,0,0,0,1,0,0,0.0,15,weekday,normal
dispatch_server,downtown,HTTPS,none,18360,443,261,12.898,86.9,192052,2,34.375,2,0,0,1,0,0,0.0,22,weekday,normal
traffic_camera,downtown,TCP,none,56059,8080,799,18.907,253.29,91609,2,323.832,0,2,0,1,0,0,0.0,3,weekend,normal
dispatch_server,downtown,HTTPS,none,7785,443,781,14.875,99.59,70221,3,2.68,0,1,0,1,0,0,0.0,12,weekday,normal
traffic_camera,hospital_zone,TCP,none,61796,8080,1406,128.041,0.48,172571,2,0.2204,271,29,0,0,0,0,0.0,7,weekday,ddos
dispatch_server,hospital_zone,HTTPS,none,14896,22498,150,16.427,1.77,1158,112,0.6114,0,1,0,1,0,0,0.0,7,weekend,port_scan
dispatch_server,hospital_zone,HTTPS,none,30736,443,392,4.17,37.18,69859,1,662.516,1,1,0,1,0,0,0.0,5,weekday,normal
traffic_camera,downtown,TCP,none,64395,8080,1309,8.055,122.91,216479,1,186.495,0,0,0,1,0,0,0.0,6,weekday,normal
dispatch_server,downtown,HTTPS,none,30995,443,656,2.062,5.56,3755,3,1.436,1,0,48,1,0,0,0.0,13,weekday,brute_force
ambulance_tracker,downtown,HTTPS,none,59467,443,304,3.118,34.56,20860,1,15.545,0,0,0,1,0,0,0.137,22,weekday,normal
dispatch_server,downtown,HTTPS,none,52796,443,868,3.725,36.18,166655,2,16.152,0,1,0,1,0,0,0.0,8,weekday,normal
traffic_camera,residential,TCP,none,46396,8080,1324,13.751,59.42,124246,1,130.843,1,0,0,1,0,0,0.0,10,weekend,normal
dispatch_server,downtown,HTTPS,none,2437,443,724,8.355,121.16,168819,1,158.588,1,0,0,1,0,0,0.0,15,weekend,normal
signal_controller,downtown,MQTT,subscribe,44136,1883,715,1.918,11.2,2884,1,17.395,0,1,3,0,0,1,0.0,4,weekend,command_injection
traffic_camera,hospital_zone,TCP,none,64438,8080,1018,11.815,75.93,327182,2,197.363,0,0,0,1,0,0,0.0,18,weekend,normal
ambulance_tracker,hospital_zone,HTTPS,none,24157,443,231,1.636,33.16,11253,1,132.264,2,0,0,1,0,0,0.098,13,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,34897,443,745,19.546,44.68,15590,2,231.249,1,0,0,1,0,0,0.0,13,weekday,normal
traffic_camera,hospital_zone,TCP,none,26640,8080,1167,19.335,166.67,393265,2,84.199,0,0,0,1,0,0,0.0,12,weekend,normal
dispatch_server,downtown,HTTPS,none,48116,443,859,10.396,15.8,145785,3,301.076,0,1,0,1,0,0,0.0,14,weekday,normal
traffic_camera,hospital_zone,TCP,none,2374,8080,807,23.787,112.35,361030,1,15.679,2,0,0,1,0,0,0.0,18,weekend,normal
ambulance_tracker,hospital_zone,HTTPS,none,15616,443,107,2.775,27.17,23055,2,14.194,0,1,0,1,0,0,0.013,21,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,61472,443,309,2.7,65.48,8185,2,51.301,2,0,0,1,0,0,0.115,6,weekend,normal
traffic_camera,residential,TCP,none,33945,8080,1200,15.073,64.71,363848,1,5.953,0,1,0,1,0,0,0.0,23,weekday,normal
ambulance_tracker,downtown,HTTPS,none,2676,443,154,3.589,41.75,5675,1,42.72,0,0,0,1,0,0,0.069,17,weekend,normal
dispatch_server,hospital_zone,HTTPS,none,55361,443,537,17.233,93.87,157626,2,155.796,1,0,0,1,0,0,0.0,16,weekday,normal
ambulance_tracker,downtown,HTTPS,none,40434,443,147,0.892,51.08,24698,3,36.235,0,0,0,1,0,0,0.034,19,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,49592,443,828,8.341,55.14,77810,2,100.328,1,0,1,1,0,1,0.0,7,weekday,normal
ambulance_tracker,downtown,HTTPS,none,44915,443,210,2.397,35.2,8382,2,356.169,1,0,0,1,0,0,0.018,12,weekend,normal
dispatch_server,downtown,HTTPS,none,27039,443,392,13.1,65.05,149420,2,2.688,0,0,1,1,0,0,0.0,18,weekend,normal
ambulance_tracker,hospital_zone,HTTPS,none,24449,443,204,2.32,29.65,16968,1,12.631,0,1,1,1,0,1,0.102,19,weekend,normal
signal_controller,residential,MQTT,subscribe,22345,1883,124,2.586,155.86,700,1,25.839,0,0,0,0,0,0,0.0,6,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,61268,443,210,0.597,67.38,10125,2,21.225,1,0,0,1,0,0,0.075,14,weekday,normal
traffic_camera,residential,TCP,none,50863,8080,1336,10.215,68.58,275480,1,244.666,2,0,0,1,0,0,0.0,17,weekday,normal
dispatch_server,downtown,HTTPS,none,8896,443,790,9.809,4.8,2763,3,1.345,1,0,16,1,0,0,0.0,2,weekday,brute_force
signal_controller,hospital_zone,MQTT,subscribe,11735,1883,224,3.253,296.56,14777,1,241.042,1,0,0,1,0,0,0.0,13,weekday,normal
traffic_camera,residential,TCP,none,12511,8080,49,168.638,2.73,385300,1,0.1112,632,168,0,0,0,0,0.0,4,weekday,ddos
traffic_camera,residential,TCP,none,35450,8080,1218,11.92,144.71,236012,2,430.037,0,0,0,1,0,0,0.0,21,weekday,normal
ambulance_tracker,downtown,HTTPS,none,16742,443,170,2.016,22.92,7697,1,23.772,0,0,0,1,0,0,0.052,9,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,21388,443,137,0.526,19.73,18970,1,87.106,2,0,0,1,0,0,0.109,10,weekend,normal
dispatch_server,downtown,HTTPS,none,9036,443,486,10.405,155.11,107800,3,173.568,0,1,0,1,0,0,0.0,5,weekday,normal
dispatch_server,downtown,HTTPS,none,36323,443,377,9.611,54.88,105515,1,306.585,0,1,0,1,0,0,0.0,9,weekend,normal
ambulance_tracker,hospital_zone,HTTPS,none,57726,443,256,2.542,36.88,13149,4,76.331,1,0,0,1,0,0,0.176,19,weekday,normal
traffic_camera,arterial_road,TCP,none,28171,8080,748,16.17,91.89,398292,1,475.877,0,0,0,0,0,0,0.0,14,weekend,normal
ambulance_tracker,hospital_zone,HTTPS,none,23035,443,214,3.73,26.01,8376,2,53.98,0,0,0,1,0,0,0.008,17,weekday,normal
dispatch_server,downtown,HTTPS,none,50909,443,274,18.051,98.96,160923,1,72.626,3,0,0,1,0,0,0.0,1,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,16847,443,164,2.247,23.0,24089,1,114.768,0,1,0,1,0,1,0.029,11,weekend,normal
ambulance_tracker,downtown,HTTPS,none,43543,443,207,2.295,66.57,16319,2,452.71,1,0,0,1,0,0,0.039,9,weekday,normal
signal_controller,residential,MQTT,subscribe,32931,1883,128,3.004,268.68,2500,1,81.254,0,0,0,1,0,0,0.0,21,weekend,normal
dispatch_server,downtown,HTTPS,none,1331,42449,62,16.694,0.17,1537,28,0.5986,2,0,0,1,0,0,0.0,8,weekend,port_scan
signal_controller,hospital_zone,MQTT,subscribe,4214,1883,182,3.174,122.44,6570,3,91.496,0,0,0,1,0,1,0.0,17,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,8750,42889,57,17.068,0.89,440,107,0.3675,1,0,0,0,0,0,0.0,10,weekday,port_scan
traffic_camera,hospital_zone,TCP,none,6060,8080,1419,15.265,291.86,536542,1,128.279,0,1,0,0,0,0,0.0,6,weekday,normal
signal_controller,arterial_road,MQTT,subscribe,3472,1883,159,2.426,112.12,14787,1,339.687,0,2,0,0,0,0,0.0,1,weekday,normal
signal_controller,hospital_zone,MQTT,subscribe,10918,1883,65,277.331,0.72,6022,1,0.073,731,4,0,0,0,0,0.0,10,weekday,ddos
signal_controller,arterial_road,MQTT,subscribe,11427,1883,173,4.588,294.83,9172,1,17.699,2,0,0,1,0,0,0.0,21,weekday,normal
signal_controller,residential,MQTT,subscribe,31885,1883,196,3.163,141.58,10415,2,82.75,1,0,0,1,0,1,0.0,19,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,28055,443,269,4.681,26.62,14584,4,311.404,1,0,0,0,1,0,5.861,17,weekday,spoofing
dispatch_server,downtown,HTTPS,none,5614,443,419,4.111,31.08,118268,1,32.61,0,0,0,1,0,1,0.0,7,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,5378,443,194,1.477,25.84,12147,1,133.216,0,0,0,1,0,0,0.07,7,weekday,normal
dispatch_server,downtown,HTTPS,none,30649,22,580,1.545,5.31,2801,1,1.461,1,0,16,1,0,0,0.0,18,weekday,brute_force
dispatch_server,hospital_zone,HTTPS,none,46071,443,722,4.553,47.24,71302,1,256.649,0,1,0,1,0,1,0.0,8,weekend,normal
dispatch_server,downtown,HTTPS,none,26044,443,678,18.742,98.96,157573,1,165.268,0,1,0,1,0,1,0.0,0,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,44055,443,623,14.676,20.94,21253,2,17.7,0,0,0,1,0,0,0.0,8,weekend,normal
dispatch_server,downtown,HTTPS,none,33692,443,270,16.381,74.26,59243,1,60.277,0,0,0,0,0,0,0.0,5,weekday,normal
ambulance_tracker,downtown,HTTPS,none,2600,443,315,1.242,88.78,13976,1,13.799,0,0,0,1,0,1,0.06,7,weekday,normal
dispatch_server,downtown,HTTPS,none,48451,443,482,5.107,4.91,1856,1,1.749,0,0,51,1,0,0,0.0,14,weekday,brute_force
dispatch_server,hospital_zone,HTTPS,none,40718,443,276,9.35,108.53,198151,1,97.365,3,0,0,1,0,0,0.0,12,weekend,normal
ambulance_tracker,hospital_zone,HTTPS,none,41305,443,177,2.652,46.08,5839,1,16.892,0,0,0,1,0,0,0.029,4,weekday,normal
traffic_camera,residential,TCP,none,13922,8080,1479,5.442,64.97,499715,2,138.19,0,2,0,1,0,0,0.0,5,weekend,normal
dispatch_server,downtown,HTTPS,none,36703,443,654,6.506,60.92,99003,2,75.758,0,1,0,1,0,0,0.0,15,weekend,normal
ambulance_tracker,arterial_road,HTTPS,none,45829,443,180,1.059,35.65,24135,2,101.504,1,0,0,1,0,0,0.125,14,weekday,normal
dispatch_server,downtown,HTTPS,none,46046,443,865,6.635,33.13,18122,2,585.341,0,0,0,1,0,0,0.0,17,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,61367,22,483,2.248,5.14,4054,1,2.411,0,0,51,1,0,0,0.0,3,weekday,brute_force
dispatch_server,hospital_zone,HTTPS,none,7250,443,643,14.041,137.0,194772,2,84.878,0,0,0,1,0,1,0.0,0,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,52292,443,176,0.739,36.71,18477,2,115.63,0,0,0,1,0,0,0.044,16,weekday,normal
dispatch_server,downtown,HTTPS,none,56774,443,309,2.637,41.25,175872,1,57.541,0,0,0,1,0,0,0.0,13,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,39016,443,250,3.091,55.29,17376,1,348.91,0,0,0,0,1,0,11.163,2,weekend,spoofing
signal_controller,hospital_zone,MQTT,subscribe,19585,1883,197,1.463,85.26,2756,1,140.096,2,0,0,0,0,0,0.0,7,weekend,normal
ambulance_tracker,hospital_zone,HTTPS,none,18136,443,219,1.417,14.01,13923,1,73.148,0,0,0,1,0,1,0.09,19,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,40281,443,108,2.159,57.64,6767,2,356.949,0,0,0,1,0,1,0.038,6,weekday,normal
traffic_camera,arterial_road,TCP,none,1241,8080,1198,13.232,147.3,583105,2,173.256,1,1,0,1,0,0,0.0,14,weekday,normal
signal_controller,arterial_road,MQTT,subscribe,29500,1883,407,5.678,15.24,10276,3,16.796,0,0,5,0,0,1,0.0,4,weekday,command_injection
signal_controller,residential,MQTT,subscribe,44985,1883,193,3.51,255.47,7051,2,286.837,0,0,0,1,0,0,0.0,10,weekday,normal
signal_controller,hospital_zone,MQTT,subscribe,9669,1883,175,5.124,175.41,726,4,317.001,1,1,1,1,0,0,0.0,6,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,12658,443,257,1.75,78.15,6631,1,22.517,0,0,0,1,0,0,0.128,2,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,31131,443,209,4.227,61.14,40024,1,529.058,0,1,0,0,1,1,4.541,13,weekday,spoofing
ambulance_tracker,downtown,HTTPS,none,35197,443,255,3.913,83.49,13394,1,82.634,0,0,0,1,0,1,0.17,13,weekday,normal
dispatch_server,downtown,HTTPS,none,61425,443,510,17.421,93.18,55287,1,9.444,0,0,0,1,0,0,0.0,16,weekend,normal
signal_controller,arterial_road,MQTT,subscribe,50973,1883,48,376.883,2.3,3295,1,0.0802,748,262,0,0,0,0,0.0,17,weekday,ddos
ambulance_tracker,hospital_zone,HTTPS,none,3261,443,291,3.019,72.6,9202,2,40.552,0,0,0,1,0,0,0.248,13,weekend,normal
